Menu Item ID,Name,Display Name,Space,Brand Name,Type,Category,Ready for Sale,Combo Item,Number of Pieces,Is this a Promotion,Discounted Product,Promotion Type,Packaging Type,Number of units,Diet,Description,Recipe
menu-1777043997251-327y0edz5,Eau Neuve (Le Mans),Eau plate,Le Mans FC,Eau neuve,Beverage,Water,Yes,No,1.000,No,,,,,,,comp-1777043997251-tdeyr3wy6>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1768932155803-hsrlhl5pt,Eau plate BWT 50cl,Eau plate,SFP,BWT,Beverage,Water,No,No,1.000,No,,,,,,,pkg-1776762278454-smjipts80>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1777997630201-h6l22465t,Coca-Cola PET 50cl X2 (LM),Coca-Cola 50cl,Le Mans FC,Coca-Cola,Beverage,Soft Drink,No,No,1.000,Yes,Coca-Cola PET 50cl (LM),Happy-Hour,,,,,comp-1777997630201-oql7gbppk>Ingredient>1774986781220-huc0fiu0i>1774986781220-huc0fiu0i>2.000|pkg-1778164510907-39ffkye23>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1771407788364-panl18d9s,FORMULE SAVOYARD + FRITE,,PFC,,Combo,Menu,Yes,No,1.000,No,,,,,,,
mi-1761531707789,Wrap Poulet (Paris),Wrap poulet,space-1762366011612|SFP|Adidas Arena|PFC,EIF,Food,Sandwich,No,No,1.000,No,,,,,,,comp-1780304882447-jfx55quab>Component>comp-1761526960386>1.000|pkg-1780304903426-i7r06jp1d>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1771407844950-99hmzi0tn,Sandwich,,PFC|SFP,,Food,Sandwich,Yes,No,1.000,No,,,,,,,
menu-item-1776286939411-waqj4h9ou,Perrier HH,Perrier,Aix Arena,Perrier,Beverage,Water,Yes,No,1.000,Yes,Perrier,Happy-Hour,,,,,pkg-1777044513527-iujkrv2jj>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1776287003452-kjc26nup9,Perrier,Perrier,Aix Arena,Perrier,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044369813-3c9osobno>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764024595901-b7yz5ks7b,Gin Tonic,,Adidas Arena,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1779293118407-vjzm29yhx>Ingredient>1767784199889-vonyobapg>1767784199889-vonyobapg>0.040|ing-1779293138798-23t9k3wh9>Ingredient>1777558821371-v68agfr4x>1777558821371-v68agfr4x>0.140|ing-1779293156135-q2wowa4g0>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>1.000|ing-1779444024471-ptpizz267>Ingredient>1779440293162-bw48y9rfm>1779440293162-bw48y9rfm>1.000
menu-item-1764024034350-pfrf21hdi,Jus + Viennoiserie,,Adidas Arena,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
1775667883546,Pizza - Margharita,Pizza - Margharita,Auxerre|Adidas Arena|PFC,Square pizza club,Food,Pizza,Yes,No,1.000,No,,,,,,,ing-1775667879797-9dzrvaj63>Ingredient>1775667576933-vujfndt0r>1775667576933-vujfndt0r>1.000
menu-item-1764024574337-fql6qscpe,Patatas bravas (Paris),Patatas bravas,Adidas Arena|PFC|SFP,EIF,Food,Sides,No,No,1.000,No,,,,,,,ing-1777131277730-zx507cvda>Ingredient>1776697915119-my72di1ll>1776697915119-my72di1ll>0.250|ing-1779463142560-c68oj1rm4>Ingredient>1779439261776-toaedgiho>1779439261776-toaedgiho>1.000
menu-item-1764024574338-kqz4lyy3w,Rhum Coca,,Adidas Arena,,Beverage,Mixology,No,No,364.000,No,,,,,,,ing-1779444849006-rig38dxwj>Ingredient>1767781204943-aqotzzwp2>1767781204943-aqotzzwp2>14.560|ing-1779444993426-d62g0x0mo>Ingredient>1767782927838-q8odp5g07>1767782927838-q8odp5g07>19.000|ing-1779445029337-lv3iiedx1>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>363.000|ing-1779445066802-bci45bsif>Ingredient>1779440293162-bw48y9rfm>1779440293162-bw48y9rfm>363.000
menu-item-1763921853319-zht0gtlsb,Churros x36,Churros x36,SFP,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780403005500-vf0036bu3>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1763921853318-6i07b0tbc,Churros x10,Churros x10,Adidas Arena|SFP|PFC,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402844035-j2up3gwdg>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1764024574333-mtvv7vlwf,Cocktail Anniversaire,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-1780643612496-gjy7wtyf7,Coca-Cola Cherry PET 50cl (SFP),Coca-Cola Cherry 50cl,SFP,Coca-Cola,Beverage,Soft Drink,Yes,No,1.000,No,,,,1.000,,,comp-1780643612496-garejjolr>Ingredient>1774987688817-0p3jjh31a>1774987688817-0p3jjh31a>0.500
menu-item-1763921853318-87f5vpecc,Churros x15,Churros x15,SFP,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402778168-4sjcsg2ma>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1764023589984-6wls09ewx,Café + Viennoiserie,,Adidas Arena,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
menu-item-1764024574334-923ar0sde,Eau verse,Eau plate,Adidas Arena,,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044272332-6zbp8b96s>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764024595906-g1sm1a8m4,Hennessy Peach Berry,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1763837640481-5bc0ceaoj,Gougère,Gougère,Auxerre,Boivin,Food,Sides,No,No,1.000,No,,,,,,,ing-1775667192459-t7wmfg6w2>Ingredient>1775667172571-o3wbmekcm>1775667172571-o3wbmekcm>1.000
menu-1780310102461-gnz84ja54,Hot Dog Veggie (Aix),Hot-Dog veggie,Aix Arena,EIF,Food,Veggie Main,No,No,1.000,No,,,,,,,comp-1780310102461-4bc19v8jg>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000
menu-item-1764024595898-5vdk7255s,Eau servie en gobelet carton (En fosse uniquement),Eau plate,Adidas Arena,,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044230363-zctmsfeh9>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764024574337-a5au8rijy,Nems sucrés,Nems sucrés,Adidas Arena,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777133513512-d7j5jszjr>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764024356701-vw7fnqci4,Combo Sandwich + Boisson,,Adidas Arena,,Combo,Sandwich,Yes,No,1.000,No,,,,,,,
menu-item-1776251517504-p3vzbd1ag,Belaire Bleu Coupe,Belaire Bleu - coupe,SFP,Belaire,Beverage,Sparkling Wine,No,No,1.000,No,,,,,,,ing-1776701028112-pktx888jc>Ingredient>1776350998792-35h1mttl1>1776350998792-35h1mttl1>0.120|pkg-1776701851621-fjide1lnh>Packaging>pkg-1775288966736-3u3hhmg8i>1.000
menu-item-1764024574336-4gtwm39e5,Hennessy Pineapple,,Adidas Arena,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1779293892986-j0i2a3b8s>Ingredient>1779285420432-5yb37rjjo>1779285420432-5yb37rjjo>0.040|ing-1779293909842-9b9hcwahn>Ingredient>1767780218939-f7onv8oj4>1767780218939-f7onv8oj4>0.140|ing-1779293918674-durgqiv4b>Ingredient>1776685942353-a6unaug58>1776685942353-a6unaug58>0.020|ing-1779293934987-50ukyeht0>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>1.000|ing-1779444239971-w5za8gnez>Ingredient>1779440293162-bw48y9rfm>1779440293162-bw48y9rfm>1.000
menu-item-1764209742060-oo91s0moe,BRACELET - BIERE,,space-1762366011612|PFC,,Ticket/Bracelets,Bracelet,Yes,No,1.000,No,,,,,,,
menu-item-1764024574331-zuisflh70,Bière artisanale Bio,,Adidas Arena,,Beverage,Beer,Yes,No,1.000,No,,,,,,,
menu-item-1763855112179-1wt8sw8dw,1664 25cl,1664 - 25cl,Aix Arena,1664,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1776775350117-8yzcp0wcd>Packaging>pkg-1775288849620-3y46xd89x>1.000
menu-item-1768931662323-tof50hku9,Affligem de Noël 50cl (Nantes),Affligem de Noël - 50cl,La Beaujoire Nantes,Affligem,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1776775527774-nnyzltbgy>Packaging>pkg-1775288910887-6hf3gtxl1>1.000|ing-1776775537525-32husi78z>Ingredient>1776350277896-bw3zjiyun>1776350277896-bw3zjiyun>0.500
menu-item-1763921853317-f1iclk81g,Belaire Bleu - 75CL,Belaire Bleu - 75cl,SFP,Belaire,Beverage,Sparkling Wine,No,No,1.000,No,,,,,,,pkg-1775291963198-6bp2bjuns>Packaging>pkg-1775288966736-3u3hhmg8i>4.000|ing-1776700998989-oxvh0q9ol>Ingredient>1776350998792-35h1mttl1>1776350998792-35h1mttl1>0.750
menu-item-1776868034452-9nku3syiz,Bière x4 HH,Bière x4,Le Mans FC,,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777045631408-9uipkgb1h>Packaging>pkg-1775288910887-6hf3gtxl1>4.000
menu-item-1764024595891-sv22soict,barquette merguez + frites,,Adidas Arena,,Combo,Menu,Yes,No,1.000,No,,,,,,,
menu-item-1765416595474-t6o30s98d,Poke salade césar,Poke salade césar,Aix Arena,Food truck,Food,Autre food froide,No,No,1.000,No,,,,,,,pkg-1777202220253-9rdleesv9>Packaging>pkg-1775227685860-ueadp9b8g>1.000
1775249373374,X1,X1,Auxerre,X1,Beverage,Soft Drink,No,No,1.000,No,,,,,,,pkg-1775550310534-2vxeqyyoo>Packaging>pkg-1775288910887-6hf3gtxl1>1.000|ing-1777300978133-qy7ob4ztx>Ingredient>1767784600043-cn1djbqt1>1767784600043-cn1djbqt1>1.000
menu-item-1779097381378-h6yvzwwth,Churros x50,Churros x50,PFC,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402718352-rmdex5dh7>Packaging>1779439661214-4hnv6zxzo>1.000
menu-1777137170194-fblezcy8h,Fuze Tea PET 40cl (Aix),Fuze tea PET 40cl,Aix Arena,Fuze Tea,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1777137170194-wdi1rhcf2>Ingredient>1774989985256-gjx01k3yc>1774989985256-gjx01k3yc>1.000|pkg-1778164118756-yv2snjd6w>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1768955169775-vr5k6kl8s,Tropico PET 50cl (Paris/Aux),Tropico 50cl,Adidas Arena|SFP|Auxerre,Tropico,Beverage,Soft Drink,No,No,1.000,No,,,,,,,pkg-1777547099281-tfpjtxh29>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1763921606680-mitik7mxu,Gallia Blonde 50cl (Paris),Gallia blonde 50cl,SFP,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,ing-1776777050067-id97nmi09>Ingredient>1776349934129-zf3ic5ieg>1776349934129-zf3ic5ieg>0.500|pkg-1776777067071-65tmn7d9f>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1763921853317-kpaueu7mj,Belaire Gold - 75CL,Belaire Gold - 75CL,SFP,Belaire,Beverage,Sparkling Wine,No,No,1.000,No,,,,,,,pkg-1775291986064-1fdi55z01>Packaging>pkg-1775288966736-3u3hhmg8i>4.000|ing-1776774906410-ft8chghwo>Ingredient>1776350917693-sbpg2md5a>1776350917693-sbpg2md5a>0.750
menu-item-1764024562524-p86uldsvd,Cocktail happy hour,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1764024574336-00oua9im5,Hennessy Paloma,,Adidas Arena,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1779293772983-061xo6qaz>Ingredient>1779285420432-5yb37rjjo>1779285420432-5yb37rjjo>0.040|ing-1779293800503-yeqf938dm>Ingredient>1767785030387-ueptpnjba>1767785030387-ueptpnjba>0.140|ing-1779293821216-p9y5y5b1i>Ingredient>1776685942353-a6unaug58>1776685942353-a6unaug58>0.020|ing-1779293840480-uufskgaih>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>1.000|ing-1779444119417-vf0m47kpy>Ingredient>1779440293162-bw48y9rfm>1779440293162-bw48y9rfm>1.000
menu-item-1768932326004-1jgctq318,Gallia Blonde + Ecocup (Nantes),Gallia blonde 50cl,La Beaujoire Nantes,Gallia,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777046256093-sxedyovss>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1780310955730-o34xvba2h,Supplément Berries,Supplément Berries,Aix Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402619018-duh3acf04>Packaging>1775227685860-ueadp9b8g>1.000
menu-item-1763921473495-61pz6qu7j,Gallia East 50cl (Paris),Gallia IPA 50cl,SFP,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,ing-1776777276013-f1mwns3xn>Ingredient>1776349862430-04xvzavux>1776349862430-04xvzavux>0.500|pkg-1776777288726-a63ilzhl7>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1776252862241-yj2yse7f7,Belaire Gold Coupe,Belaire Gold - coupe,SFP,Belaire,Beverage,Sparkling Wine,No,No,1.000,No,,,,,,,ing-1776774984670-pejg025wn>Ingredient>1776350917693-sbpg2md5a>1776350917693-sbpg2md5a>0.150|pkg-1776775000864-hs9zy8ezi>Packaging>pkg-1775288966736-3u3hhmg8i>1.000
menu-item-1764024562531-60g9mfxg6,Sauce cheesy,Sauce cheesy,Adidas Arena,EIF,Food,Sides,No,No,1.000,No,,,,,,,pkg-1777134525353-7v323qp7e>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1768932459054-95dc7zlie,Gallia IPA + Ecocup (Nantes),Gallia IPA 50cl,La Beaujoire Nantes,Gallia,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777046994239-byj54a0xg>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764020153559-swvr6lz0c,TICKET CHEESE STICK,,space-1762366011612|PFC,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-item-1768932634104-kvye5g51d,Heineken + Ecocup (Nantes),Heineken 50cl,La Beaujoire Nantes,Heineken,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777047172729-gkfxstwcd>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
1780645144968,Gaufre chocolat (SFP PFC),Gaufre chocolat,PFC|SFP,,Food,Snack sucré,No,No,1.000,No,,,,,,,ing-1780645057599-giavlbz5d>Ingredient>1776680083436-m14kebajg>1776680083436-m14kebajg>1.000|ing-1780645066192-oeqvo5lgn>Ingredient>1776436636356-5v2rk6mbm>1776436636356-5v2rk6mbm>0.010
menu-item-1780311004168-t496s15k2,Glace Berries Crush,,Aix Arena,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,pkg-1780402089788-flrbsb6qs>Packaging>1775227685860-ueadp9b8g>1.000
menu-item-1763921853321-u0wly08db,Heineken 50cl X4,Heineken 50cl X4,SFP,Heineken,Beverage,Beer,No,No,1.000,Yes,Heineken 50cl (Paris),Pack x4,,,,,ing-1776778194559-5p1npvyiv>Ingredient>market-price-1762288192688>market-price-1762288192688>2.000|pkg-1776778205273-1vbw3sdwn>Packaging>pkg-1775288910887-6hf3gtxl1>4.000
menu-item-1778592872764-f0x684yjz,Smash Burger raclette,,Adidas Arena,,Food,Burger,Yes,No,1.000,No,,,,,,,
1775256563646,Coca-Cola BIB 50cl HH,Coca-Cola 50cl,Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,Yes,243.000,Yes,Coca-Cola BIB 50cl (Aux/Paris),Happy-Hour,,,,,ing-1775508337161-vm0pw3hj8>Ingredient>1767782927838-q8odp5g07>1767782927838-q8odp5g07>19.000|pkg-1778164202023-8kvpxz18k>Packaging>1775288910887-6hf3gtxl1>243.000
menu-item-1768932422638-3ynufa79z,Les Brassés blonde 50cl,Les brassés blonde 50cl,La Beaujoire Nantes,Les brassés,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1777047676134-xo17vrapm>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1768932403870-mvvl7uw1d,Les Brassés blonde 50 cl + Ecocup,Les brassés blonde 50cl,La Beaujoire Nantes,Les brassés,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777047704278-ok5ma8wl5>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1780311333726-gnwsqm9gy,Coca-Cola CAN 33cl (Aix),Coca-Cola Cherry 33cl,Aix Arena,Coca-Cola,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1780311333726-oz7as8zvr>Packaging>1775288910887-6hf3gtxl1>1.000|ing-1780311395827-11aw0cdsb>Ingredient>1774986010321-9b4f7flo7>1774986010321-9b4f7flo7>1.000
menu-item-1768932746258-m32n3tfuq,Pelforth Blonde 50cl,Pelforth blonde 50cl,La Beaujoire Nantes,Pelforth,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1777047905982-iwniilk5h>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1765431874451-gbsoi1bcg,Haribo Delir Pik,,SFP|space-1762366011612|PFC|Auxerre,Haribo,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1776682424767-qkg90j81e>Ingredient>1776678629716-chjg0pfe5>1776678629716-chjg0pfe5>1.000
menu-item-1768932714187-q4mm5a7f7,Pelforth Blonde 50cl + Ecocup,Pelforth blonde 50cl,La Beaujoire Nantes,Pelforth,Beverage,Beer,Yes,No,1.000,No,,,,,,,pkg-1777048074229-9gmxexg9d>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1777048244920-o676f5q8p,Frites (Nantes),Frites,space-1762366011612|La Beaujoire Nantes,,Food,Sides,No,Yes,1.000,No,,,,,Vegetarian,,comp-1777048244920-w6xxop117>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.250|comp-1777048244920-87ipn9mc3>Ingredient>1775222925626-33-boz1hww1o>1775222925626-33-boz1hww1o>0.010|comp-1777048244920-bz6bajr37>Packaging>pkg-1775227685860-ueadp9b8g>1.000|comp-1777048244920-undhd5bd8>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000
menu-item-1763921853321-k53maqlet,Lillet Spritz,,SFP,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1776682621236-0j9ibg3l8>Ingredient>1776350386528-bjcbnmz3x>1776350386528-bjcbnmz3x>0.150|pkg-1776682639660-g10u0jh51>Packaging>pkg-1775289048754-ig0fj1fc0>1.000
menu-1777048247408-z961gaz3x,Frites (LM),Frites,space-1762366011612|Le Mans FC|Adidas Arena|Aix Arena|La Beaujoire Nantes|PFC,,Food,Sides,No,Yes,1.000,No,,,,,Vegetarian,,comp-1777048244920-w6xxop117>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.250|comp-1777048244920-87ipn9mc3>Ingredient>1775222925626-33-boz1hww1o>1775222925626-33-boz1hww1o>0.010|comp-1777048244920-bz6bajr37>Packaging>pkg-1775227685860-ueadp9b8g>1.000|comp-1777048244920-undhd5bd8>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000
menu-item-1776683066220-v2upmo0t2,Virgin Mango Mule,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1776683085470-bf77k4gu0,Cocktail du Jour,,Adidas Arena,,Beverage,Mixology,No,No,1.000,No,,,,,,,ing-1779291867665-bjtpdyk8q>Ingredient>1767781321139-5j6mosal5>1767781321139-5j6mosal5>0.040|ing-1779291896616-r6vui2a89>Ingredient>1777558226848-bqx8qgb26>1777558226848-bqx8qgb26>0.140|ing-1779291930311-3eo0o7siz>Ingredient>1775288849620-3y46xd89x>1775288849620-3y46xd89x>1.000
menu-1777048633609-hh9sl8wwe,Burger (Auxerre),Burger,Auxerre,EIF,Food,Burger,No,Yes,1.000,No,,,,,,,comp-1777048633609-idkg4u06m>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.040|comp-1777048633609-q47ozbh5t>Ingredient>1775222925626-34-vymwvlndb>1775222925626-34-vymwvlndb>0.120|comp-1777485909260-rn167sb3k>Component>1775240148279>0.010|comp-1777485930842-e5g38q4te>Component>1775238763953>0.020|ing-1778096758977-24q8wc13v>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|ing-1778099744173-ziful2pgp>Ingredient>1777470985174-gw8m67mhn>1777470985174-gw8m67mhn>1.000|pkg-1778138185227-057lv0xo4>Packaging>1775227685860-ueadp9b8g>1.000
menu-1777048681731-y6vcnr1e9,Burger (LM),Burger,Le Mans FC,EIF,Food,Burger,No,Yes,1.000,No,,,,,,,comp-1777048681731-3imdq89nk>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|comp-1777048681731-rd7unlkzy>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.040|comp-1777048681731-xfkdk8n3a>Component>1775238763953>0.200|comp-1777048681731-l3xf8l2nc>Ingredient>1775222925626-34-vymwvlndb>1775222925626-34-vymwvlndb>0.120|comp-1777048681731-1djbfdfs3>Ingredient>1763778830789-22-a2rfqfcb3>1763778830789-22-a2rfqfcb3>1.000|comp-1777048681731-alobq9twl>Component>1775240148279>0.010
menu-item-1776683144044-m2n90rppp,Burger chicken tandoori,Burger poulet tandoori,Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777049559363-9j5qrnnd1>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1763837622950-u367jbibh,Fuze Tea CAN 33cl (Aux/Paris),Fuze tea 33cl,Adidas Arena|Auxerre|space-1762366011612,Fuze Tea,Beverage,Soft Drink,No,No,1.000,No,,,,,,,ing-1775686244102-8dvusb6mu>Ingredient>1774989803172-jd067wtr8>1774989803172-jd067wtr8>1.000|pkg-1778164005656-d2s9ot13s>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1764024595897-e2jv9ndhc,Eau Neuve (Paris),Eau plate,Adidas Arena,Eau neuve,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777043975128-v594xt4qt>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1771330918781-c3o06d61p,Vodka RedBull Pastèque,,Adidas Arena|Aix Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-1780309935376-s8piekk2x,Burger + Frites (Aix),Burger frites,Aix Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,comp-1780309935377-kizdjfd9m>Combo Item>1762336132417>1.000|comp-1780309935377-fit5i2t9a>Combo Item>menu-item-1763837508433-6yq9kdckq>1.000
menu-1776771406329-rysouyne4,Fanta Orange PET 50cl (Aix),Fanta orange 50cl,space-1762366011612|Aix Arena,Fanta,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1776771406329-4v2j1bab7>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1780308416255-6bm69z0l4,Burger Pulled Chicken (Aix),Burger pulled chicken,Aix Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,comp-1780308416255-f9fc4vq72>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|comp-1780308416255-in6y8rfna>Component>1780301397424>0.100|comp-1780308416255-pisjhy4nv>Component>1776765976166>0.010|comp-1780308416255-i0l0prlvz>Component>1776764671381>0.020|comp-1780308416255-6jjetdq1o>Component>1780301845611>0.015
menu-item-1766421399004-uqi76z8c1,Smash Burger,Smash burger,Adidas Arena|PFC|SFP|Aix Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777134601895-fony56p92>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|ing-1780307964846-g2m7ycb9v>Ingredient>1775222925626-34-vymwvlndb>1775222925626-34-vymwvlndb>1.000|ing-1780307978342-ys3f4qw50>Ingredient>1763778830789-22-a2rfqfcb3>1763778830789-22-a2rfqfcb3>1.000|comp-1780307986705-lbcma3eqx>Component>1775238763953>0.020|ing-1780307998166-505aeepkf>Ingredient>1776689210962-6jb4zzgkc>1776689210962-6jb4zzgkc>0.010|comp-1780308006682-j5k5hu8ej>Component>1780301845611>0.015|ing-1780308019943-0e8t3kwlk>Ingredient>1776692657035-y5ahhmnhc>1776692657035-y5ahhmnhc>0.010
1775257161468,Coca-Cola Cherry BIB 50cl HH,Coca-Cola Cherry 50cl,Adidas Arena,Coca-Cola,Beverage,Soft Drink,No,Yes,68.000,Yes,Coca-Cola Cherry BIB 50cl,Happy-Hour,,,,,ing-1775257103817-yv93xm7mv>Ingredient>1767784371922-3wbsz0j1f>1767784371922-3wbsz0j1f>5.000|pkg-1778164331823-6e9yk0is7>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1778596757372-dmf4956xc,Bière Hoegaarden Blanche,,Adidas Arena,,Beverage,Beer,Yes,No,1.000,No,,,,,,,
menu-item-1771407726444-mtjg9wb9u,Burger auvergnat,Burger auvergnat,PFC,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777048776930-a5wuyet93>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1778596799970-wz2pwk079,Mango Mule,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1781001335483-33r1v3upn,PICHET 1L,,SFP,,Beverage,Beer,Yes,No,1.000,No,,,,,,,
menu-item-1781001367510-4x4d91tlb,MARGUERITE 50cl,,SFP,,Beverage,Beer,Yes,No,1.000,No,,,,,,,
menu-item-1763855165780-98wkbqu9i,Bonbon Haribo,,Adidas Arena|SFP,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1776682519035-bwo69ab7j>Ingredient>1776678629716-chjg0pfe5>1776678629716-chjg0pfe5>1.000
menu-item-1764024562523-nep8plupo,Bissap,,Adidas Arena,,Beverage,Soft Drink,Yes,No,1.000,No,,,,,,,
menu-item-1775861763229-ee2o6rf86,Mocktail jolie cœur,Mocktail jolie cœur,PFC,,Beverage,Mixology,No,No,1.000,No,,,,,,,pkg-1780312002756-eols1e76h>Packaging>1775288849620-3y46xd89x>1.000|ing-1780312304301-h2nmd67b1>Ingredient>1780311825633-3nuxg474l>1780311825633-3nuxg474l>0.250
menu-item-1781001432858-rktsd97q0,PICHET DRAGONS CATALANS,,SFP,,Glasses,Pichet,Yes,No,1.000,No,,,,,,,
menu-item-1763921853316-qjj25iyaq,Chablis - 75CL,Vin blanc - Bouteille,SFP,,Beverage,Wine,No,No,1.000,No,,,,,,,ing-1775636694507-5i8ljka2v>Ingredient>1767861482809-et29ja7h2>1767861482809-et29ja7h2>1.000|pkg-1775637120034-pv62564q1>Packaging>pkg-1775289048754-ig0fj1fc0>4.000
menu-item-1781001474575-6eelx6qje,VERRE DRAGONS CATALANS,,SFP,,Glasses,Ecocup,Yes,No,1.000,No,,,,,,,
