Menu Item ID,Name,Display Name,Space,Brand Name,Type,Category,Ready for Sale,Combo Item,Number of Pieces,Is this a Promotion,Discounted Product,Promotion Type,Packaging Type,Number of units,Diet,Description,Recipe
menu-item-1763921853317-1mgp1keri,Pinot Noir - 75CL,Vin rouge - Bouteille,SFP,,Beverage,Wine,No,No,1.000,No,,,,,,,ing-1775550765864-stua1zl1a>Ingredient>1767861359474-pa7s665p6>1767861359474-pa7s665p6>1.000|pkg-1775550773315-9afkhwnyw>Packaging>pkg-1775289048754-ig0fj1fc0>4.000
menu-item-1781001218364-7p4pjbgqr,CONSIGNE 50CL DRAGONS,,SFP,,Consigne,Ecocup,Yes,No,1.000,No,,,,,,,
menu-item-1763921853318-kcqogjj6a,Churros x22,Churros x22,Adidas Arena|SFP|PFC,Food truck,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402969852-h98jw9ng4>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1764016311082-0q5n03nuv,Box 6 pièces,,space-1762366011612|PFC,,Combo,To Share,Yes,No,1.000,No,,,,,,,
menu-item-1764023550101-zyj23bw8v,Burger curry,Burger curry,Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777049352002-4t3w5ni8k>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1764023466236-9x6muhlra,Burger + Frites HH,,Adidas Arena,EIF,Food,Burger,No,No,1.000,Yes,Burger + Frites (Paris),Happy-Hour,,,,,ing-1777301405598-hczemd3xk>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|ing-1777301491461-yu2bjz512>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.040|comp-1777301533878-xqb9ophlj>Component>1775238763953>0.200|comp-1777301554812-rqf0za2of>Component>1775240148279>0.010|ing-1777301608095-u3vo4zc3n>Ingredient>1775222925626-34-vymwvlndb>1775222925626-34-vymwvlndb>0.120|ing-1777301624662-74g02m9gj>Ingredient>1763778830789-22-a2rfqfcb3>1763778830789-22-a2rfqfcb3>1.000|ing-1777301708712-cbgkm2oik>Ingredient>1775202848720-131h8ujkn>1775202848720-131h8ujkn>0.250|ing-1777301744562-1zya5eo00>Ingredient>1775222925626-33-boz1hww1o>1775222925626-33-boz1hww1o>1.000|pkg-1777301757081-kr81w1xib>Packaging>pkg-1775227685860-ueadp9b8g>1.000|ing-1777301777680-1rmzptius>Ingredient>1775222924995-0-y8ujycsth>1775222924995-0-y8ujycsth>1.000
menu-item-1764020049926-cfqyjqojh,Gallia IPA 50cl (Paris),Gallia IPA 50cl,space-1762366011612|SFP|PFC,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,ing-1776351718825-ygsc6492p>Ingredient>1776349862430-04xvzavux>1776349862430-04xvzavux>0.500|pkg-1776351728257-2mfvrwr0i>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1763837644865-5n5iy408b,Popcorn Grams,,Auxerre,,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1775514456546-27s4dmdol>Ingredient>1767860411708-sy3lkwe62>1767860411708-sy3lkwe62>1.500
1775238249417,Sandwich Tenders (Auxerre),Sandwich tenders,Auxerre,EIF,Food,Sandwich,No,No,1.000,No,,,,,,,ing-1775238155854-aq8isfcy2>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|ing-1775238171805-fguehxsxy>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|ing-1775238191186-xo8lleixd>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|ing-1775238212385-o8w5vxxhz>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.030|ing-1775238230435-yce65w8av>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.100|comp-1775240421787-ans4gj6n7>Component>1775239175124>0.020
menu-1777049769086-i8zbf1xlb,Burger Veggie (Aix),Burger végétarien,space-1762366011612|Aix Arena,EIF,Food,Veggie Main,No,No,1.000,No,,,,,,,comp-1777049769086-y2ao67fc7>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1763855137296-lvmfw6g22,Crêpes Sucre (Paris),Crêpe sucre,Adidas Arena|SFP|PFC,,Food,Snack sucré,No,No,100.000,No,,,,,,,ing-1775515032198-navsl2z4x>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|ing-1775515050548-yeaovpu2s>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|ing-1775665753870-ekcy6dd0e>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.250|ing-1775665767049-850cz02p8>Ingredient>1775222925626-35-tcy4f0zda>1775222925626-35-tcy4f0zda>5.000
menu-item-1770925579724-cmkr87wtb,Burger mafé,Burger mafé,Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777050046065-i2u6gsxek>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1764023617052-hh1xb9uvh,COMBO Burger poulet Frites Coca,,Adidas Arena,,Combo,Burger,Yes,No,1.000,No,,,,,,,
menu-item-1765542544662-l4vu3cif7,Tartiflette,Tartiflette,Le Mans FC,,Food,Autre food chaude,No,No,1.000,No,,,,,,,ing-1777134701133-5ydyyr0lc>Ingredient>1776697915119-my72di1ll>1776697915119-my72di1ll>0.300
menu-item-1768931735787-aonh95r2r,Burger montagnard,Burger montagnard,La Beaujoire Nantes,,Food,Burger,No,No,1.000,No,,,,,,,ing-1777050089035-9b8avi50k>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1763921853317-apo5kgju0,Belaire Rosé - 75CL,Belaire rosé - 75cl,SFP,Belaire,Beverage,Sparkling Wine,No,No,1.000,No,,,,,,,ing-1776775110713-shmt56l4m>Ingredient>1776350954693-65c4eaxyf>1776350954693-65c4eaxyf>1.000|pkg-1776775117475-4a7kyx8g5>Packaging>pkg-1775288966736-3u3hhmg8i>4.000
menu-item-1764024595920-eazmwf0mn,Supplément chocolat,Supplément chocolat,Adidas Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1777133771399-tni444ffi>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1768932806094-6p6bmvseh,Sandwich poulet/mayonnaise,Sandwich poulet crudités,La Beaujoire Nantes|SFP,Compass,Food,Sandwich,Yes,No,1.000,No,,,,,,,pkg-1777130239321-1kh04szz4>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763840688550-tydf37vcf,Coca-Cola Zero PET 50cl (Paris/Aux),Coca-Cola Zero 50cl,Adidas Arena|SFP|space-1762366011612|PFC|Auxerre,Coca-Cola,Beverage,Soft Drink,No,Yes,1.000,No,,,,,,,ing-1776258401844-3d2zhopd8>Ingredient>1774988660249-9u5oj0ni3>1774988660249-9u5oj0ni3>1.000|pkg-1778164706207-yv3v6af6h>Packaging>1775288910887-6hf3gtxl1>1.000
menu-1777050246290-svtokwf8j,Burger Pulled Chicken (LM),Burger pulled chicken,Le Mans FC|Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,comp-1777050246290-zwqmn9ouk>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1765676563736-tqva1f2yy,Veuve Clicquot - 75CL,Champagne - Bouteille,space-1762366011612|PFC,Veuve clicquot,Beverage,Champagne,No,No,1.000,No,,,,,,,ing-1775550206301-mp1j08lpo>Ingredient>1775291256149-ihf91eksb>1775291256149-ihf91eksb>1.000|pkg-1775550211301-9rvnejbsg>Packaging>pkg-1775288966736-3u3hhmg8i>5.000
menu-item-1771407764593-qs340z5rm,Burger savoyard,Burger savoyard,PFC,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777050375156-zu63e3klm>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-1777103742352-pe9xj0q33,Hot Dog Bœuf (Nantes),Hot-Dog Bœuf,La Beaujoire Nantes,Compass,Food,Hot Dog,Yes,No,1.000,No,,,,,,,comp-1777103742352-c9nqrz6ql>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000
menu-item-1768585649942-bdgtqgrly,COMBO Hot-dog Frites Coca,,Adidas Arena,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
menu-item-1766412374903-b2omzzxur,FOOD INVITE,,SFP,,Food,Invité,Yes,No,1.000,No,,,,,,,
menu-item-1766421418421-pomm13tgv,Milkshake Spéculoos,,Adidas Arena,,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402561900-wcwln1dvy>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1765329765984-cqbh93uyw,Pizza Jambon - part,Pizza - Reine part,Auxerre,Square pizza club,Food,Pizza,Yes,No,1.000,No,,,,,,,ing-1775667733679-or1p4j4fj>Ingredient>1775667662321-ouzclkey7>1775667662321-ouzclkey7>1.000
menu-item-1764198125536-vwhnhfwr8,Pizza La Capre E Miele,Pizza -  La capre et miele,space-1762366011612|SFP|Adidas Arena|PFC,,Food,Pizza,Yes,No,1.000,No,,,,,,,pkg-1777130604954-8ivxk28q9>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1766412199333-ksv2h9uaa,Consigne pichet,,SFP,,Consigne,Pichet,Yes,No,1.000,No,,,,,,,
menu-item-1764024562529-sg9qqoklv,Pain d'épices,Pain d'épice,Adidas Arena|SFP|space-1762366011612|PFC,EIF,Food,Snack sucré,No,No,1.000,No,,,,,,,pkg-1780402415800-o5vckf3n5>Packaging>1779439661214-4hnv6zxzo>1.000
menu-item-1768585692461-qkyiwms7i,Jus,,Adidas Arena,,Beverage,Soft Drink,Yes,No,1.000,No,,,,,,,
menu-item-1763841890248-8g3caadod,Burger Auxerrois,Burger auxerrois,Auxerre,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1775663201768-inx96h3mm>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000|comp-1775736903624-uepz09hsj>Component>1775239477216>1.000|comp-1775737370441-mc09w5hq7>Component>1775240297891>1.000|ing-1775740772162-e1ctmakan>Ingredient>1775740746312-7ytgvr6ub>1775740746312-7ytgvr6ub>1.000
menu-item-1764024562523-m2fuaazze,Budweiser 0% 45cl,Budweiser 0%,Adidas Arena,Budweiser,Beverage,Beer 0%,No,No,1.000,No,,,,,,,ing-1775551941711-uhtfq2714>Ingredient>1775288910887-6hf3gtxl1>1775288910887-6hf3gtxl1>1.000
menu-item-1765676696555-nof8afclo,TICKET CROQUE MONSIEUR,,space-1762366011612|PFC,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-item-1764024574334-73oatls4q,Frites/biere etudiant,,Adidas Arena,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
menu-item-1765416656907-tvyntwtyf,Vittel Fraise Framboise,Vittel fraise,Aix Arena,Vittel,Beverage,Water,No,No,1.000,No,,,,,,,pkg-1777044890659-m0dq6yiyv>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1765431898864-cnm5afcqu,Haribo Happy,,SFP|space-1762366011612|PFC|Auxerre,Haribo,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1776682491127-rvmsoj7j4>Ingredient>1775203169981-rjl6ny591>1775203169981-rjl6ny591>1.000
menu-item-1763837681417-gvmkwefwp,Nouilles,Nouilles,Auxerre,EIF,Food,Autre food chaude,Yes,No,1.000,No,,,,1.000,,,ing-1775670202831-wbbhpkusm>Ingredient>1775670101419-4zpc80sfv>1775670101419-4zpc80sfv>1.000
menu-item-1763921586648-7xj3apj3g,FORMULE GYROS + FRITES,,space-1762366011612|SFP|PFC,,Combo,Menu,Yes,No,1.000,No,,,,,,,
menu-item-1764024595910-69561mlo7,Non rendu,,Adidas Arena|Le Mans FC,,Glasses,Ecocup,Yes,No,1.000,No,,,,,,,
menu-item-1764196653761-hdyze4q9a,Coca-Cola Zero BIB 50cl HH,Coca-Cola Zero 50cl,Le Mans FC,Coca-Cola,Beverage,Soft Drink,No,No,64.000,Yes,Coca-Cola Zero BIB 50cl,Happy-Hour,,,,,ing-1776772904510-a445c5ma8>Ingredient>1767783015821-wzhro2bfn>1767783015821-wzhro2bfn>5.000|pkg-1778164542657-jlubh5sig>Packaging>1775288910887-6hf3gtxl1>1.000
1775551051547,Minuty Prestige Rouge - 75CL (Paris),Vin rouge - Bouteille,PFC,Minuty Prestige rouge,Beverage,Wine,No,No,1.000,No,,,,,,,ing-1775551040013-k9rqcdbkp>Ingredient>1775289453335-jnn6u82ig>1775289453335-jnn6u82ig>1.000|pkg-1775551046513-7fhudu2o7>Packaging>pkg-1775289048754-ig0fj1fc0>4.000
menu-item-1764024181700-wr8jk67c3,Grande Salade,Grande salade,Adidas Arena,EIF,Food,Veggie Main,No,No,1.000,No,,,,,,,ing-1777103224638-23pysl0h9>Ingredient>1776689893388-m05xg0hss>1776689893388-m05xg0hss>0.200|ing-1779459303470-p7v0xl87r>Ingredient>1779442635070-qusjca5rh>1779442635070-qusjca5rh>1.000|ing-1779459303470-5awv1j1tv>Ingredient>1779442772674-dret5uoii>1779442772674-dret5uoii>1.000
menu-item-1763921447778-kadqcy22k,Gallia Champ 50cl,Gallia blonde 50cl,SFP,Gallia,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1775291851481-j7lasdu1d>Packaging>pkg-1775288910887-6hf3gtxl1>1.000|ing-1776777151136-6cgsz6yj2>Ingredient>1776349934129-zf3ic5ieg>1776349934129-zf3ic5ieg>0.500
menu-item-1763837694700-wj57uzlqq,Sandwich Auxerrois,Sandwich auxerrois,Auxerre,EIF,Food,Sandwich,No,No,1.000,No,,,,,,,ing-1775237628603-qdbz4uebd>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|ing-1775237639436-dwgtc7yfc>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.050|ing-1775237680300-b1z0spc89>Ingredient>1775202547776-ounnpvnpv>1775202547776-ounnpvnpv>0.010|ing-1775237714867-u4a5gttch>Ingredient>1775203552975-0fg03qls8>1775203552975-0fg03qls8>0.070
menu-item-1764024562531-66p6vujpi,sandwich merguez + frites,,Adidas Arena,,Food,Sandwich,Yes,No,1.000,No,,,,,,,
menu-1777103438483-e97ytxl51,Hot Dog (sjb),Hot-dog,Adidas Arena|SFP|space-1762366011612|PFC,EIF,Food,Hot Dog,No,No,1.000,No,,,,,,,comp-1777103438483-kr3q7m8zc>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000|ing-1780297470637-lruxymerj>Ingredient>1776434433056-5pux6tyu7>1776434433056-5pux6tyu7>0.080|ing-1780297518307-g934hhmz3>Ingredient>1780054884140-x1tsf1ewh>1780054884140-x1tsf1ewh>0.010|ing-1780297560890-ppgk3iy7b>Ingredient>1776690341872-6lv9yc5tl>1776690341872-6lv9yc5tl>0.010|ing-1780297603411-gsm5ubq9z>Ingredient>1776436290790-8h74a1094>1776436290790-8h74a1094>0.010
menu-1776773648277-b2r2g4tpb,Sprite PET 50cl (Aix),Sprite 50cl,Aix Arena,Sprite,Beverage,Soft Drink,No,No,1.000,No,,,,,,,comp-1776773648277-oheavhc0f>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1777103512667-w1gg0q0m9,Hot Dog (LM),Hot-dog,space-1762366011612|Le Mans FC,EIF,Food,Hot Dog,No,No,1.000,No,,,,,,,comp-1777103512667-g29le3jq1>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000|comp-1777103512667-ovkj4y6rt>Ingredient>1775222925626-31-f3ttu8vc4>1775222925626-31-f3ttu8vc4>0.080|comp-1777103512667-3st774qin>Component>1775239770283>1.000|comp-1777103512667-rqf04j8f1>Ingredient>1775201649809-9b895ulkd>1775201649809-9b895ulkd>0.010|comp-1777103512667-rmct7ud47>Component>1775238562484>0.020|comp-1777103512667-kx6ks81xo>Ingredient>1775222924996-9-5mp1t5jxc>1775222924996-9-5mp1t5jxc>0.010|comp-1777103512667-mz449f2gz>Packaging>pkg-1775227685860-ueadp9b8g>1.000|comp-1777103512667-7z4yl28ix>Ingredient>1775222925238-13-qjvaevk4x>1775222925238-13-qjvaevk4x>0.010
1775688080393,Ecocup AJA 50cl,,Auxerre,AJ Auxerre,Glasses,Ecocup,Yes,No,1.000,No,,,,,,,pkg-1776762345641-0k8ego21u>Packaging>pkg-1775666651917-0a2l7vxbi>1.000
menu-1777103561342-dlbdrmte1,Hot Dog (Aix),Hot-dog,space-1762366011612|Aix Arena,EIF,Food,Hot Dog,No,No,1.000,No,,,,,,,comp-1777103561342-qpjjnve2b>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000|comp-1777103561342-g9k3m8rsm>Ingredient>1775222925626-31-f3ttu8vc4>1775222925626-31-f3ttu8vc4>0.080|comp-1777103561342-nhu7a4aod>Component>1775239770283>1.000|comp-1777103561342-mfiri6mq9>Ingredient>1775201649809-9b895ulkd>1775201649809-9b895ulkd>0.010|comp-1777103561342-i4yl9gipf>Component>1775238562484>0.020|comp-1777103561342-8qvixm4qt>Ingredient>1775222924996-9-5mp1t5jxc>1775222924996-9-5mp1t5jxc>0.010|comp-1777103561342-vsnxn0tnm>Packaging>pkg-1775227685860-ueadp9b8g>1.000|comp-1777103561342-9a4ljg1k1>Ingredient>1775222925238-13-qjvaevk4x>1775222925238-13-qjvaevk4x>0.010
menu-item-1763921853320-80rukwz6f,Le Mykonos,Le Mykonos,space-1762366011612|SFP|PFC,Food truck,Food,Sandwich,No,No,1.000,No,,,,,,,pkg-1777104366665-lu0zxq03y>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1765329798419-zqqxvaklh,Sandwich Veggie (Paris),Sandwich végétarien,SFP|Adidas Arena,EIF,Food,Veggie Main,Yes,No,1.000,No,,,,,,,ing-1775230645728-8zf5pce0m>Ingredient>1775202381714-1xftmhp11>1775202381714-1xftmhp11>1.000|ing-1775230658878-avhjstxlc>Ingredient>1775230599996-fne4btj1b>1775230599996-fne4btj1b>0.030|ing-1775230675461-6r6swruag>Ingredient>1775222925418-29-pf41xtbqa>1775222925418-29-pf41xtbqa>0.020|ing-1775230699345-r39t2e3sb>Ingredient>1775201284500-44tnndjsp>1775201284500-44tnndjsp>0.005|ing-1775230734395-w3lo9d6df>Ingredient>1775201587194-k81q2p4dd>1775201587194-k81q2p4dd>0.005|ing-1775230751694-ow4zz79h5>Ingredient>1775202666291-uhm15l9d4>1775202666291-uhm15l9d4>0.015|pkg-1775230771727-942ol5llh>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763837749717-yqe7a15ts,Yakitori Boulettes,Yakitori boulettes,Auxerre,Yakitori Boulettes,Food,Autre food chaude,No,No,1.000,No,,,,,,,ing-1775669914792-4xuz5x1tl>Ingredient>1775669567851-mq1jjur2b>1775669567851-mq1jjur2b>4.000|pkg-1775669992430-4b3jduvxv>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-1777105999290-smpmsrdj2,Sandwich Jambon Fromage (Aix),Sandwich jambon fromage,Aix Arena,EIF,Food,Sandwich,Yes,No,1.000,No,,,,1.000,,,comp-1777105999290-sgbywfsk3>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1763921853321-meogtvov9,TICKET PLANCHE FROMAGE,,space-1762366011612|PFC|Aix Arena,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-item-1768932916932-bn1zt436f,Hot Dog Bœuf (Paris),Hot-Dog Bœuf,PFC|SFP|Adidas Arena,EIF,Food,Hot Dog,Yes,No,1.000,No,,,,,,,ing-1777103637267-6fiswr0kf>Ingredient>1775222925238-18-ktxw5fg1u>1775222925238-18-ktxw5fg1u>1.000
menu-item-1774856906101-jxx67w50o,Lagunitas IPA 33cl HH,Lagunitas - 33cl,Adidas Arena,Lagunitas,Beverage,Beer,No,No,1.000,Yes,Lagunitas IPA 33cl,Happy-Hour,,,,,ing-1776351650958-ajvbmxq2u>Ingredient>1776350742910-dk3l7vi59>1776350742910-dk3l7vi59>1.000|pkg-1776351656840-cpri94bq9>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-1777203749182-8wauv4dzi,Chips Lay's BBQ (Aix),Chips BBQ,space-1762366011612|Aix Arena,Lay's,Food,Snack salé,Yes,No,1.000,No,,,,1.000,,,comp-1777203746547-mtvom1hdd>Ingredient>1776436149124-tnnpbdamt>1776436149124-tnnpbdamt>1.000
menu-item-1763855223531-1zzjc04vp,Vittel,Eau plate,Aix Arena,Vittel,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044710225-yrsvhb030>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764209793992-7u1r9fzr5,TICKET SOFT,,space-1762366011612|PFC|SFP|Aix Arena,,Ticket/Bracelets,Tickets,Yes,No,1.000,No,,,,,,,
menu-item-1763837590733-fq8gvujaq,Chips Lay's nature (Paris),Chips Nature,Adidas Arena|space-1762366011612|PFC|SFP,Lay's,Food,Snack salé,Yes,No,1.000,No,,,,1.000,,,ing-1779454035661-cfwjkx013>Ingredient>1776436060640-yd1ryob0r>1776436060640-yd1ryob0r>1.000
menu-item-1764016097994-ktlmv0j6b,Ecocup Neutre 50cl,,space-1762366011612|PFC|Le Mans FC,,Glasses,Ecocup,Yes,No,1.000,No,,,,,,,
menu-item-1780317918738-79y3lii4j,Cocktail The Bittersweet,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1763855117230-gvdnvlcfs,1664 50cl,1664 - 50cl,Aix Arena,1664,Beverage,Beer,No,No,1.000,No,,,,,,,pkg-1776775436557-c3m6n8msw>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1764014610087-zdja7kr5y,Vittel Citron,Vittel citron,Aix Arena,Vittel,Beverage,Water,Yes,No,1.000,No,,,,,,,pkg-1777044766869-ihcmoqe4h>Packaging>pkg-1775288910887-6hf3gtxl1>1.000
menu-item-1780317934986-ne6290q17,Citronnade,,Adidas Arena,,Beverage,Soft Drink,Yes,No,1.000,No,,,,,,,
menu-item-1763860336759-sr7n4u801,Barre chocolatée - Twix,Twix,Adidas Arena|Auxerre|Le Mans FC|space-1762366011612|PFC,Confisud,Food,Snack sucré,Yes,No,1.000,No,,,,1.000,,,ing-1775229445193-uqifvdvre>Ingredient>1775222925626-37-gblvjcu3s>1775222925626-37-gblvjcu3s>1.000
menu-item-1764023562851-7q67h1dlf,Burger de noël,Burger de Noel,Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,ing-1777049503238-0otkr2ezj>Ingredient>1775222925238-17-3l8rxovab>1775222925238-17-3l8rxovab>1.000
menu-item-1763855066580-gi8bzyctu,Frites au thym,Frites au thym,Aix Arena,EIF,Food,Sides,No,No,1.000,No,,,,,,,ing-1777131120770-ebnu9238b>Ingredient>1776681875775-zsz5gon4d>1776681875775-zsz5gon4d>0.300
menu-item-1764024562523-tssxtoglg,HAPPY HOUR Bière+ Frites,,Adidas Arena,,Combo,Menu with Drink,Yes,No,1.000,No,,,,,,,
menu-item-1763855121714-bxm7tkqre,Veuve Clicquot - Coupe,Champagne - coupe,space-1762366011612|PFC,Veuve clicquot,Beverage,Champagne,No,No,1.000,No,,,,,,,ing-1775549990869-ow1geevbr>Ingredient>1775291256149-ihf91eksb>1775291256149-ihf91eksb>0.150|pkg-1775550050218-j88mzfs4r>Packaging>pkg-1775288966736-3u3hhmg8i>1.000
menu-item-1763921853318-llalkzwp4,Café Grain (Aux),Café,space-1762366011612|Auxerre,,Beverage,Tea/Coffee,No,No,130.000,No,,,,,,,ing-1775516756252-zjmcr9udt>Ingredient>1775201096203-g45345uj1>1775201096203-g45345uj1>1.000|ing-1775664057110-89bfmsa15>Ingredient>1775201001987-g49fcyc1l>1775201001987-g49fcyc1l>1.000
menu-item-1765329706835-j1807c90b,Burger + Frites (Paris),,Adidas Arena,EIF,Food,Burger,No,No,1.000,No,,,,,,,combo-1775245201936-4dtdqiozn>Combo Item>1762336132417>1.000|combo-1775245211985-j139t799b>Combo Item>menu-item-1763837508433-6yq9kdckq>1.000
menu-item-1763837635614-xa4k4py9m,Ecocup PFC,,space-1762366011612|PFC,,Glasses,Ecocup,Yes,No,1.000,No,,,,,,,pkg-1775666830041-6vzpdn3uu>Packaging>pkg-1775666211475-cdfxfa6zi>1.000
menu-item-1763921729398-z1asohs16,Crêpe chocolat (Paris),Crêpe chocolat,Adidas Arena|space-1762366011612,Crèpe,Food,Snack sucré,No,No,100.000,No,,,,,,,ing-1775514848798-49q86tazn>Ingredient>1775222926159-62-hkoxm74c7>1775222926159-62-hkoxm74c7>5.000|ing-1775515159166-um3zqpqtj>Ingredient>1763781585716-24-ur9xfbwom>1763781585716-24-ur9xfbwom>2.500|ing-1775665157427-73tp5l79a>Ingredient>1775664548855-vrgpgzfin>1775664548855-vrgpgzfin>1.200|ing-1775668540163-qrjzdp402>Ingredient>1763781585334-13-0y2gcnot8>1763781585334-13-0y2gcnot8>5.000
menu-item-1764024595915-j96rbwlyf,Pita Veggie,Pita veggie,Adidas Arena,EIF,Food,Veggie Main,Yes,No,1.000,No,,,,,,,ing-1777104816536-clx0x0b04>Ingredient>1776693152817-6juw2vq0d>1776693152817-6juw2vq0d>1.000
menu-item-1775861797025-j63hsijfq,MOCKTAIL LA PEPITE,,PFC,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1775861846706-lj9voqlv9,Sauce Supplémentaire,Sauce supplémentaire,PFC,,Food,Sides,Yes,No,1.000,No,,,,,,,pkg-1777131462393-2sv7feo83>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1764024574336-rfqapu01e,Hennessy Iced Tea,,Adidas Arena,,Beverage,Mixology,Yes,No,1.000,No,,,,,,,
menu-item-1764020187061-4tmsbit76,TICKET HOT DOG,,space-1762366011612|PFC|Aix Arena,,Ticket/Bracelets,Hot Dog,Yes,No,1.000,No,,,,,,,
menu-item-1775656230324-rd9qzgqzl,Pizza 4 fromages,Pizza - 4 fromages,Adidas Arena,,Food,Pizza,Yes,No,1.000,No,,,,,,,pkg-1777105016534-ssd9jzqfz>Packaging>pkg-1775227685860-ueadp9b8g>1.000
menu-item-1766422273204-wnhyubow6,Fuze Tea CAN 33cl HH (Aux/Paris),Fuze tea 33cl,Auxerre|Adidas Arena,Fuze Tea,Beverage,Soft Drink,No,No,1.000,Yes,Fuze Tea CAN 33cl (Aux/Paris),Happy-Hour,,,,,ing-1775686221716-x5eascszs>Ingredient>1774989803172-jd067wtr8>1774989803172-jd067wtr8>1.000|pkg-1778164031906-jaasdjdwl>Packaging>1775288910887-6hf3gtxl1>1.000
menu-item-1764016395398-3afw74gpe,Pinot noir - Verre,Vin rouge - verre,space-1762366011612|SFP,,Beverage,Wine,No,No,1.000,No,,,,,,,ing-1775550863631-dzakkavrr>Ingredient>1767861359474-pa7s665p6>1767861359474-pa7s665p6>0.150|pkg-1775550876664-d22dpdyz6>Packaging>pkg-1775289048754-ig0fj1fc0>1.000
menu-item-1763860531192-p266jl8a5,Tenders,,space-1762366011612|Aix Arena,,Food,Tenders,No,No,1.000,No,,,,,,,ing-1780404269732-2grzmfgeh>Ingredient>1775222925626-36-i6fdlrny1>1775222925626-36-i6fdlrny1>0.200
