ID,ID Transaction,Référence de transaction,Date/heure transaction,ID acheteur,Acheteur ID porte-monnaie,Prénom acheteur,Nom acheteur,Activité vendeuse,Type de marchand,ID point de vente,Nom point de vente,Type de point de vente,Sous-type de point de vente,Moyen de paiement,ID vendeur,Prénom vendeur,Nom vendeur,ID article,Article,SKU article,Nature,Famille d'article,Menu,ID Transaction Menu,Monnaie,Prix unitaire HT (promotion incluse),Prix unitaire TTC (promotion incluse),Quantité,Taux de TVA,Total HT (promotion incluse),Montant TVA (promotion incluse),Total TTC (promotion incluse)
7100,3125,A49T23E2O1776173,22/08/26 18:29,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7101,3125,A49T23E2O1776173,22/08/26 18:29,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,2,5.50%,3.79 €,0.21 €,4.00 €
7102,3126,A30T211E2O1776173,22/08/26 18:49,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,572,Manager,107,20,Sandwich Rillettes,,FOOD,Snack froid,,,EUR,5.91 €,6.50 €,2,10.00%,11.82 €,1.18 €,13.00 €
7103,3127,A98T5E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,1,10.00%,12.73 €,1.27 €,14.00 €
7104,3128,A55T10E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,2,Coca Cola,,BEVERAGE,BOISSON,,,EUR,3.18 €,3.50 €,1,10.00%,3.18 €,0.32 €,3.50 €
7105,3128,A55T10E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,4,Fuze Tea,,BEVERAGE,BOISSON,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7106,3128,A55T10E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,4,20.00%,3.33 €,0.67 €,4.00 €
7107,3128,A55T10E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,41,Bud 33CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,1,20.00%,5.42 €,1.08 €,6.50 €
7108,3129,A98T7E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,2,10.00%,25.45 €,2.55 €,28.00 €
7109,3130,A48T25E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7110,3130,A48T25E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7111,3130,A48T25E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,41,Bud 33CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,1,20.00%,5.42 €,1.08 €,6.50 €
7112,3130,A48T25E2O1776173,22/08/26 18:52,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,8,Fingers + Frites,,FOOD,FOOD Salé,,,EUR,7.73 €,8.50 €,2,10.00%,15.45 €,1.55 €,17.00 €
7113,3131,A62T359E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,11,Frites,,FOOD,FOOD Salé,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7114,3132,A38T14E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,572,Manager,107,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7115,3132,A38T14E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,572,Manager,107,18,Sandwich Jambon,,FOOD,Snack froid,,,EUR,5.91 €,6.50 €,1,10.00%,5.91 €,0.59 €,6.50 €
7116,3132,A38T14E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,572,Manager,107,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,1,20.00%,5.42 €,1.08 €,6.50 €
7117,3133,A98T9E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,1,10.00%,12.73 €,1.27 €,14.00 €
7118,3134,A55T12E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,11,Frites,,FOOD,FOOD Salé,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7119,3134,A55T12E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,4,20.00%,3.33 €,0.67 €,4.00 €
7120,3134,A55T12E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,8,Fingers + Frites,,FOOD,FOOD Salé,,,EUR,7.73 €,8.50 €,1,10.00%,7.73 €,0.77 €,8.50 €
7121,3134,A55T12E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,41,Bud 33CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7122,3135,A65T2E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,37,Retour Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,-0.83 €,-1.00 €,2,20.00%,-1.67 €,-0.33 €,-2.00 €
7123,3135,A65T2E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7124,3135,A65T2E2O1776173,22/08/26 18:53,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,41,Bud 33CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7125,3136,A48T27E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,8,Fingers + Frites,,FOOD,FOOD Salé,,,EUR,7.73 €,8.50 €,1,10.00%,7.73 €,0.77 €,8.50 €
7126,3137,A103T13E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,25,Foodtruck 1,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,596,Manager,Foodtruck 1,45,Sandwich + frite,,FOOD,Foodtruck 1,,,EUR,10.00 €,11.00 €,2,10.00%,20.00 €,2.00 €,22.00 €
7127,3138,A66T6E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7128,3138,A66T6E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,4,Fuze Tea,,BEVERAGE,BOISSON,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7129,3139,A98T11E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,2,10.00%,25.45 €,2.55 €,28.00 €
7130,3140,A58T229E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7131,3140,A58T229E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,38,Eau gazeuse,,BEVERAGE,BOISSON,,,EUR,2.84 €,3.00 €,2,5.50%,5.69 €,0.31 €,6.00 €
7132,3141,A31T336E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,6,111,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,573,Manager,111,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7133,3141,A31T336E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,6,111,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,573,Manager,111,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7134,3142,A99T8E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,Cash,591,Manager,CONT 3,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7135,3142,A99T8E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,Cash,591,Manager,CONT 3,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7136,3143,A42T185E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,7,118,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,578,Corentin,Rabot,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7137,3143,A42T185E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,7,118,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,578,Corentin,Rabot,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7138,3143,A42T185E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,7,118,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,578,Corentin,Rabot,4,Fuze Tea,,BEVERAGE,BOISSON,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7139,3143,A42T185E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,7,118,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,578,Corentin,Rabot,20,Sandwich Rillettes,,FOOD,Snack froid,,,EUR,5.91 €,6.50 €,1,10.00%,5.91 €,0.59 €,6.50 €
7140,3144,A65T4E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,37,Retour Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,-0.83 €,-1.00 €,2,20.00%,-1.67 €,-0.33 €,-2.00 €
7141,3144,A65T4E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7142,3144,A65T4E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7143,3145,A54T6E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7144,3145,A54T6E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,2,Coca Cola,,BEVERAGE,BOISSON,,,EUR,3.18 €,3.50 €,2,10.00%,6.36 €,0.64 €,7.00 €
7145,3145,A54T6E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,23,Croque Volaille,,FOOD,FOOD Salé,,,EUR,6.82 €,7.50 €,2,10.00%,13.64 €,1.36 €,15.00 €
7146,3146,A66T8E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,6,20.00%,5.00 €,1.00 €,6.00 €
7147,3146,A66T8E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,3,20.00%,16.25 €,3.25 €,19.50 €
7148,3147,A35T217E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,3,102,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,580,Florian,Chanteau,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7149,3147,A35T217E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,3,102,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,580,Florian,Chanteau,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7150,3147,A35T217E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,3,102,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,580,Florian,Chanteau,18,Sandwich Jambon,,FOOD,Snack froid,,,EUR,5.91 €,6.50 €,1,10.00%,5.91 €,0.59 €,6.50 €
7151,3148,A60T107E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,1,CONTAINER 1,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,576,Manager,CONT 1,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7152,3148,A60T107E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,1,CONTAINER 1,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,576,Manager,CONT 1,38,Eau gazeuse,,BEVERAGE,BOISSON,,,EUR,2.84 €,3.00 €,1,5.50%,2.84 €,0.16 €,3.00 €
7153,3148,A60T107E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,1,CONTAINER 1,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,576,Manager,CONT 1,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,4,20.00%,3.33 €,0.67 €,4.00 €
7154,3149,A99T9E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7155,3149,A99T9E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,2,Coca Cola,,BEVERAGE,BOISSON,,,EUR,3.18 €,3.50 €,1,10.00%,3.18 €,0.32 €,3.50 €
7156,3149,A99T9E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,24,CONTAINER 3,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,591,Manager,CONT 3,32,Coca Cola cherry,,BEVERAGE,BOISSON,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7157,3150,A62T361E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7158,3150,A62T361E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,8,Fingers + Frites,,FOOD,FOOD Salé,,,EUR,7.73 €,8.50 €,1,10.00%,7.73 €,0.77 €,8.50 €
7159,3150,A62T361E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,41,Bud 33CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7160,3151,A38T16E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,Cash,572,Manager,107,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7161,3151,A38T16E2O1776173,22/08/26 18:54,0,0,,,BUVETTE,Interne,4,107,FOOD,GENERAL_PUBLIC,Cash,572,Manager,107,4,Fuze Tea,,BEVERAGE,BOISSON,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7162,3152,A65T6E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,37,Retour Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,-0.83 €,-1.00 €,1,20.00%,-0.83 €,-0.17 €,-1.00 €
7163,3152,A65T6E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7164,3152,A65T6E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,1,20.00%,5.42 €,1.08 €,6.50 €
7165,3153,A98T13E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,1,10.00%,12.73 €,1.27 €,14.00 €
7166,3154,A31T338E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,6,111,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,573,Manager,111,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,1,20.00%,0.83 €,0.17 €,1.00 €
7167,3154,A31T338E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,6,111,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,573,Manager,111,5,Eau,,BEVERAGE,BOISSON,,,EUR,1.90 €,2.00 €,1,5.50%,1.90 €,0.10 €,2.00 €
7168,3155,A48T29E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7169,3155,A48T29E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,3,Coca Cola Zéro,,BEVERAGE,BOISSON,,,EUR,3.18 €,3.50 €,2,10.00%,6.36 €,0.64 €,7.00 €
7170,3155,A48T29E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,8,Fingers + Frites,,FOOD,FOOD Salé,,,EUR,7.73 €,8.50 €,2,10.00%,15.45 €,1.55 €,17.00 €
7171,3156,A98T17E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,1,10.00%,12.73 €,1.27 €,14.00 €
7172,3157,A98T19E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,1,10.00%,12.73 €,1.27 €,14.00 €
7173,3158,A65T8E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,37,Retour Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,-0.83 €,-1.00 €,2,20.00%,-1.67 €,-0.33 €,-2.00 €
7174,3158,A65T8E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
7175,3158,A65T8E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7176,3159,A62T363E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,11,Frites,,FOOD,FOOD Salé,,,EUR,3.64 €,4.00 €,1,10.00%,3.64 €,0.36 €,4.00 €
7177,3159,A62T363E2O1776173,22/08/26 18:55,0,0,,,BUVETTE,Interne,2,CONTAINER 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,577,Manager,CONT 2,25,Fingers x10,,FOOD,FOOD Salé,,,EUR,8.18 €,9.00 €,1,10.00%,8.18 €,0.82 €,9.00 €
7178,3160,A58T231E2O1776173,22/08/26 18:56,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,4,20.00%,3.33 €,0.67 €,4.00 €
7179,3160,A58T231E2O1776173,22/08/26 18:56,0,0,,,BUVETTE,Interne,9,Porte C,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,585,Manager,Porte C,27,Bud 45CL,,BEVERAGE,BIÈRES,,,EUR,5.42 €,6.50 €,2,20.00%,10.83 €,2.17 €,13.00 €
7180,3161,A98T21E2O1776173,22/08/26 18:56,0,0,,,BUVETTE,Interne,29,Foodtruck 2,FOOD,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,47,Kebab + frites,,FOOD,Foodtruck 1,,,EUR,12.73 €,14.00 €,2,10.00%,25.45 €,2.55 €,28.00 €
7181,3162,A65T10E2O1776173,22/08/26 18:56,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,37,Retour Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,-0.83 €,-1.00 €,2,20.00%,-1.67 €,-0.33 €,-2.00 €
7182,3162,A65T10E2O1776173,22/08/26 18:56,0,0,,,BUVETTE,Interne,26,Bar 1,BAR,GENERAL_PUBLIC,CB VIVAWALLET,579,Guillaume,Filippetti,36,Consigne,,REFUNDABLE_AND_DEPOSIT,Consigne,,,EUR,0.83 €,1.00 €,2,20.00%,1.67 €,0.33 €,2.00 €
